Original Sort Order,Level 0,Level 1,Level 2,Check,Level 3a,Level 4,Count,Domain,COMMENTS,Decision
352,,Jack oak,Jack oak,,Oak,,2,Arboretum_Illinois,CVC level 2 jack oak and almost certainly  blackjack oak but this is several species depending on location,
406,,Oak,Oak,,Oak,,2,Arboretum_Illinois,,
520,,S oak,Oak,YES,Oak,,28,Arboretum_Illinois,"CVC likely spanish oak = one of the red oak group in lowlands NOT necessairly southern red oak OR swamp oak a white oak group of swamps. .  In the east this would be pin oak, but in oak country problematic to species. Unfortunately need to check context and nearby calls.I would put the upland into spanish and lowlands into swamp = swamp white oak.  However the surveyors were consistent so is an OTU worth preserving.  JP changed Level 2 from Spanish oak to Oak",
541,,Sblacko,Oak,YES,Oak,,1,Arboretum_Illinois,CVC appears to be black oak,
416,,Overcup,Overcup oak,,Oak,,1,Arboretum_Illinois,,
446,,Pin oak,Pin Oak,,Oak,,30,Arboretum_Illinois,,
424,,P oak,Pin/post oak,YES,Oak,,19,Arboretum_Illinois,"CVC Post or pin oak  thesaurus: ""pin oak"" IN GLO; ""p oak"" 1806-07 Shawnee Hills IL  GLO; ""pin oak"" 1821-1842 GLO Co. NE IL ; ""pin oak"" 1805-1815 GLO unglac. IL Leitner 1976;  ""pin oak"" 1830s GLO no. IN Qadir 1964; ""pin oak"" 1820s GLO so. IN Crankshaw 1964;  ""pin oak"" Dearborn Co., Ohio River Valley SE IN, GLO Reidhead 1984;  ""pin oak"" 1806-1821 GLO IL,  ""pin oak"" 122 & ""pin o."" 6 all GLO IL;   ""pin oak"" 1804-1821 GLO Crawford Co IL (E&E 1997); ""p oak"", ""pin oak"" 1811 Vigo Co IN to 1834 Lake Co. IN GLO; "" post oak"" IN GLO; ""post oak"" 1816 Wabush R. IN-IL GLO; ""post oak"" 1806-07 Shawnee Hills IL  GLO; ""post oak"" 1821-1842 GLO Will Co. NE IL; ""post oak"" 1805-1815 GLO unglac. IL Leitner 1976;  ""post oak"" 1830s GLO no. IN Qadir 1964; ""post oak"" 1820s GLO so. IN Crankshaw 1964; ""post oak"" 1806-1821 GLO IL; some ""post o."" 1815 Washington Co. IL;   ""post oak"" 1804-1821 GLO Crawford Co IL (E&E 1997);  Thus I would toss a coin or check context",
475,,Post oak,Post oak,,Oak,,2,Arboretum_Illinois,,
502,,Red oak,Red oak,,Oak,,306,Arboretum_Illinois,,
543,,Scarlet oak,Scarlet oak,,Oak,,1,Arboretum_Illinois,,
565,,Spanish  oak,Spanish oak,,Oak,,23,Arboretum_Illinois,,
,,Spanish Oak,Spanish oak,,Oak,,,Arboretum_Illinois,,
588,,Swamp oak,Swamp oak,YES - Done,Oak,,1,Arboretum_Illinois,,
598,,Swwhioak,Swamp white oak,YES,Oak,,2,Arboretum_Illinois,,
670,,Water oak,Water oak,,Oak,,1,Arboretum_Illinois,,
688,,White oak,White oak,,Oak,,3211,Arboretum_Illinois,,
732,,Yellow oak,Yellow oak,,Oak,,110,Arboretum_Illinois,,
281,,HawTree,Hawthorn,,Other hardwood,,1,Arboretum_Illinois,,
499,,Red haw,Hawthorn,,Other hardwood,,2,Arboretum_Illinois,,
196,,Coffeenut,Kentucky coffee tree,,Other hardwood,,2,Arboretum_Illinois,,
622,,Thorn,Thorn tree,,Other hardwood,,4,Arboretum_Illinois,CVC explicitly this is thorn  not necessairly locust at level 3a,
452,,Pine,Pine,YES - Done,Pine,,6,Arboretum_Illinois,"STJ: Until the mid-19th Century, many conifers were lumped as pines - e.g., spruce and hemlock. Are we sure that a 'pine' is a 'pine' (i.e., Pinus sensu lato).  [""Ce n'est pas un pine""]   CVC correct early fir, pine, spruce, cypress, cedar could mean any conifer.  At this time however the genera,  except for ""spruce pine"" mostly likely hemolock were correctly seperated.  Thus unless we want to upset the apple cart C'est le pin, N'est pas?  
",
693,,White pine,White Pine,,Pine,,16,Arboretum_Illinois,,
734,,Yellow pine,Yellow pine,,Pine,,1,Arboretum_Illinois,,
31,,Aspen,Aspen,,Poplar,,38,Arboretum_Illinois,,
481,,Quaking,Aspen,YES,Poplar,,2,Arboretum_Illinois,see above,
483,,Quaking asp,Aspen,,Poplar,,2,Arboretum_Illinois,see above,
485,,Quaking aspen,Aspen,,Poplar,,2,Arboretum_Illinois,see above,
205,,Cottonwood,Cottonwood,,Poplar,,19,Arboretum_Illinois,,
464,,Poplar,Poplar,,Poplar/tulip poplar,,2,Arboretum_Illinois,"""",
604,,Sycamore,Sycamore,,Sycamore,,3,Arboretum_Illinois,,
617,,Tamarack,Tamarack,,Tamarack,,1,Arboretum_Illinois,,
631,,Unknown,Name missing,,Unknown tree,,2,Arboretum_Illinois,,
106,,Black walnut,Black walnut,,Walnut,,25,Arboretum_Illinois,,
660,,Walnut,Walnut,,Walnut,,19,Arboretum_Illinois,,
695,,White walnut,White walnut,YES - Done,Walnut,,3,Arboretum_Illinois,CVC would be white walnut in level 2; JP changed level 2 from Butternut to White walnut 1-31-14 ,
703,,Willow,Willow,,Willow,,21,Arboretum_Illinois,,
20,,Ash,Ash,,Ash,,124,Brugam_Illinois,,
634,,W Ash,White ash,,Ash,,6,Brugam_Illinois,,
371,,Lyn,Basswood,,Basswood,,24,Brugam_Illinois,CVC level 2 would be lynn,
83,,Birch,Birch,,Birch,,16,Brugam_Illinois,,
144,,Buckeye,Buckeye,,Buckeye,,22,Brugam_Illinois,,
186,,Cherry,Cherry,,Cherry,,6,Brugam_Illinois,,
222,,Dogwood,Dogwood,,Dogwood,,64,Brugam_Illinois,,
237,,Elm,Elm,,Elm,,336,Brugam_Illinois,,
272,,Hackberry,Hackberry,,Hackberry,,88,Brugam_Illinois,,
304,,Hickory,Hickory,,Hickory,,927,Brugam_Illinois,,
100,,Black Locust,Honey locust,,Locust,,10,Brugam_Illinois,,
322,,Honey Locust,Honey locust,,Locust,,8,Brugam_Illinois,,
128,,Box Elder,Box elder,,Maple,,14,Brugam_Illinois,,
386,,Maple,Maple,,Maple,,49,Brugam_Illinois,,
578,,Sugar Maple,Sugar maple,,Maple,,39,Brugam_Illinois,,
394,,Mulberry,Mulberry,,Mulberry,,20,Brugam_Illinois,,
400,,No Tree,No tree,,No tree,,2292,Brugam_Illinois,,
,,Prairie,No tree,,No tree,,,Brugam_Illinois,,
,,,No tree,,No tree,,,Brugam_Illinois,,
98,,Black Jack,Black jack oak,,Oak,,210,Brugam_Illinois,,
103,,Black Oak,Black oak,,Oak,,1297,Brugam_Illinois,,
160,,Burr Oak,Bur oak,,Oak,,13,Brugam_Illinois,,
419,,Overcup Oak,Overcup oak,,Oak,,61,Brugam_Illinois,,
447,,Pin Oak,Pin Oak,,Oak,,197,Brugam_Illinois,,
476,,Post Oak,Post oak,,Oak,,439,Brugam_Illinois,,
503,,Red Oak,Red oak,,Oak,,75,Brugam_Illinois,,
567,,Spanish Oak,Spanish oak,,Oak,,29,Brugam_Illinois,,
689,,White Oak,White oak,,Oak,,1365,Brugam_Illinois,,
327,,Hoop Ash,Other hardwood,,Other hardwood,,1,Brugam_Illinois,"CVC some difference of opinion here see thesaurus  ""hoop ash""= black ash  IN GLO; ""black ash"" 1816 Wabush R. IN-IL GLO; ""b ash"" 1821-1842 GLO Cook Co. NE IL ; ""black ash"", ""hoop ash"" & ""hoopwood"" 1805-1815 GLO unglac. IL Leitner 1976;   ""black ash"" 1830s GLO no. IN Qadir 1964;   ""hoopash"" =F. nigra 1830s GLO no. IN Qadir 1964;   ""hoop ash"" = black ash = F. nigra  1820s GLO so. IN Crankshaw 1964;   ""black ash"" Dearborn Co., Ohio River Valley SE IN, GLO Reidhead 1984; ""b ash"" 1806-1821 GLO IL; ""hoop ash"" = F. nigra 1804-1821 GLO Crawford Co IL (E&E 1997); ""black ash"" or ""b. ash"" 1814 Vigo Co IN to 1834 St Joseph Co. IN GLO; In Ohio sometimes hoop ash = hackberry, but here seems level 3a as ash (=black ash).",
432,,Paw Paw,Paw paw,,Other hardwood,,1,Brugam_Illinois,,
434,,Pecan,Pecan,,Other hardwood,,6,Brugam_Illinois,,
441,,Persimmon,Persimmon,,Other hardwood,,2,Brugam_Illinois,,
494,,Red Bud,Red bud,,Other hardwood,,13,Brugam_Illinois,,
536,,Sassafras,Sassafrass,,Other hardwood,,25,Brugam_Illinois,,
206,,Cottonwood,Cottonwood,,Poplar,,71,Brugam_Illinois,,
605,,Sycamore,Sycamore,,Sycamore,,42,Brugam_Illinois,,
632,,Unknown,Name missing,,Unknown tree,,26,Brugam_Illinois,,
107,,Black Walnut,Black walnut,,Walnut,,77,Brugam_Illinois,,
166,,Butternut,Butternut,,Walnut,,17,Brugam_Illinois,,
704,,Willow,Willow,,Willow,,36,Brugam_Illinois,,
743,,Ashs,Ash,,Ash,,,Eastern Townships,,
751,,Chamaeis,Atlantic white cedar,,Atlantic white cedar,,,Eastern Townships,,
744,,Basswood,Basswood,,Basswood,,,Eastern Townships,,
746,,Beech,Beech,,Beech,,,Eastern Townships,,
747,,Birches,Birch,,Birch,,,Eastern Townships,,
768,,Nyssa,Black gum,,Black gum,,,Eastern Townships,,
750,,Cedar,Cedar,,Cedar/juniper,,,Eastern Townships,,
752,,Cherries,Cherries,,Cherry,,,Eastern Townships,,
753,,Chestnut,Chestnut,,Chestnut,,,Eastern Townships,,
755,,Elms,Elms,,Elm,,,Eastern Townships,,
756,,Fir,Fir,,Fir,,,Eastern Townships,,
757,,Hemlock,Hemlock,,Hemlock,,,Eastern Townships,,
758,,Hickories,Hickory,,Hickory,,,Eastern Townships,,
760,,Ironwoods,Ironwood,,Ironwood,,,Eastern Townships,,
764,,Locust,Locust,,Locust,,,Eastern Townships,,
766,,Maples,Maple,,Maple,,,Eastern Townships,,
767,,Mullberry,Mullberry,,Mulberry,,,Eastern Townships,,
769,,Oaks,Oak,,Oak,,,Eastern Townships,,
745,,Bay,Bay,,Other hardwood,,,Eastern Townships,,
749,,Catalpa,Catalpa,,Other hardwood,,,Eastern Townships,,
759,,Holly,Holly,,Other hardwood,,,Eastern Townships,,
762,,KentuckyCoffee,Kentucky coffee tree,,Other hardwood,,,Eastern Townships,,
765,,Magnolia,Magnolia,,Other hardwood,,,Eastern Townships,,
779,,Other,Other,,Other hardwood,,,Eastern Townships,,
770,,PawPaw,Paw paw,,Other hardwood,,,Eastern Townships,,
771,,Persimmon,Persimmon,,Other hardwood,,,Eastern Townships,,
774,,Redbud,Red bud,,Other hardwood,,,Eastern Townships,,
775,,Sourwood,Sourwood,,Other hardwood,,,Eastern Townships,,
772,,Pines,Pines,,Pine,,,Eastern Townships,,
773,,Poplars,Poplar,,Poplar/tulip poplar,,,Eastern Townships,,
776,,Spruces,Spruce,,Spruce,,,Eastern Townships,,
777,,SweetGum,Sweet gum,,Sweet gum,,,Eastern Townships,,
748,,Buttonwood,Buttonwood,,Sycamore,,,Eastern Townships,,
778,,Tamarack,Tamarack,,Tamarack,,,Eastern Townships,,
763,,Liriodendron,Liriodendron,,Tulip poplar,,,Eastern Townships,,
761,,Juglans,Juglans,,Walnut,,,Eastern Townships,,
21,Ash,Ash,Ash,,Ash,,165,ND_Illinois,,
250,forked ash,forked ash,Ash,,Ash,,1,ND_Illinois,,
94,black ash,black ash,Black ash,,Ash,,1,ND_Illinois,,
36,b ash,b ash,Black/blue ash,,Ash,,1,ND_Illinois,,
37,b ash,b ash,Black/blue ash,,Ash,,9,ND_Illinois,,
646,w. ash,w. ash,White ash,,Ash,,29,ND_Illinois,,
677,Wh Ash,Wh Ash,White ash,,Ash,,1,ND_Illinois,,
684,White Ash,White Ash,White ash,,Ash,,1,ND_Illinois,,
214,Cypress,Cypress,Bald cypress,YES - Done,Bald cypress,,5,ND_Illinois,CVC this is truly bald cypress if in southern IL; JP double checked - all 5 of these are from Massac county which is one of the southern most county in IL. So bald cypress,
359,Lin,Lin,Lynn,,Basswood,,6,ND_Illinois,Level 2 is lynn,
361,Linn,Linn,Lynn,,Basswood,,4,ND_Illinois,Level 2 is lynn,
369,Lyme,Lyme,Lynn,,Basswood,,4,ND_Illinois,CVC level 2 would be lynn,
372,Lyn,Lyn,Lynn,,Basswood,,6,ND_Illinois,CVC level 2 would be lynn,
376,lynn,lynn,Lynn,,Basswood,,25,ND_Illinois,CVC level 2 would be lynn,
77,beech,beech,Beech,,Beech,,31,ND_Illinois,,
84,birch,birch,Birch,,Birch,,7,ND_Illinois,,
154,Burch,Burch,Birch,,Birch,,2,ND_Illinois,,
669,water birch,water birch,Water Birch,YES - Done,Birch,,1,ND_Illinois,"CVC species uncertain but at level 3a goes to birch. JP to check because Beech could look like Birch in PLS scribble; JP sent to CVC 1-31-14 - still looks like birch to me, but wanted Charlie's opinion. Charlie agrees",
39,B Gum,B Gum,Black gum,,Black gum,,14,ND_Illinois,,
55,B. gum,B. gum,Black gum,,Black gum,,34,ND_Illinois,,
96,Black gum,Black gum,Black gum,,Black gum,,3,ND_Illinois,,
113,Blk gum,Blk gum,Black gum,,Black gum,,1,ND_Illinois,,
261,Gum,Gum,Black gum/sweet gum,,Black gum/sweet gum,,88,ND_Illinois,,
38,b eye,b eye,Buckeye,,Buckeye,,1,ND_Illinois,,
139,Buc-eye,Buc-eye,Buckeye,,Buckeye,,1,ND_Illinois,,
146,Buckeye,Buckeye,Buckeye,,Buckeye,,12,ND_Illinois,,
92,black  cherry,black  cherry,Black cherry,,Cherry,,1,ND_Illinois,,
187,Cherry,Cherry,Cherry,,Cherry,,21,ND_Illinois,,
189,cherry tree,cherry tree,Cherry,,Cherry,,3,ND_Illinois,,
190,cherrytree,cherrytree,Cherry,,Cherry,,2,ND_Illinois,,
216,dgwd,dgwd,Dogwood,,Dogwood,,1,ND_Illinois,,
219,Dogwd,Dogwd,Dogwood,,Dogwood,,2,ND_Illinois,,
220,Dogwod,Dogwod,Dogwood,,Dogwood,,1,ND_Illinois,,
224,dogwood,dogwood,Dogwood,,Dogwood,,78,ND_Illinois,,
14,allem,allem,Elm,,Elm,,1,ND_Illinois,,
15,allim,allim,Elm,,Elm,,2,ND_Illinois,,
232,Elleim,Elleim,Elm,,Elm,,1,ND_Illinois,,
233,Ellem,Ellem,Elm,,Elm,,2,ND_Illinois,,
234,ellim,ellim,Elm,,Elm,,2,ND_Illinois,,
235,ellum,ellum,Elm,,Elm,,1,ND_Illinois,,
242,Elm,Elm,Elm,,Elm,,562,ND_Illinois,,
243,Elm sapling,Elm sapling,Elm,,Elm,,1,ND_Illinois,,
635,w elm,w elm,White elm,,Elm,,1,ND_Illinois,,
266,hack,hack,Hackberry,,Hackberry,,3,ND_Illinois,,
269,hack berry,hack berry,Hackberry,,Hackberry,,1,ND_Illinois,,
273,hackberry,hackberry,Hackberry,,Hackberry,,27,ND_Illinois,,
275,Hackbery,Hackbery,Hackberry,,Hackberry,,1,ND_Illinois,,
276,hackbry,hackbry,Hackberry,,Hackberry,,1,ND_Illinois,,
277,Hackby,Hackby,Hackberry,,Hackberry,,7,ND_Illinois,,
283,Hby,Hby,Hackberry,,Hackberry,,1,ND_Illinois,,
227,double hickory,double hickory,Hickory,,Hickory,,1,ND_Illinois,,
264,H,H,Hickory,YES,Hickory,,2,ND_Illinois,CVC very likely hickory ,
286,Hcko,Hcko,Hickory,,Hickory,,2,ND_Illinois,,
288,hcy,hcy,Hickory,,Hickory,,1,ND_Illinois,,
296,hick,hick,Hickory,,Hickory,,26,ND_Illinois,,
300,hickey,hickey,Hickory,,Hickory,,1,ND_Illinois,,
301,hickoey,hickoey,Hickory,,Hickory,,1,ND_Illinois,,
305,hickory,hickory,Hickory,,Hickory,,863,ND_Illinois,,
307,hickory sapling,hickory sapling,Hickory,,Hickory,,2,ND_Illinois,,
308,hickoy,hickoy,Hickory,,Hickory,,3,ND_Illinois,,
309,hickr,hickr,Hickory,,Hickory,,1,ND_Illinois,,
310,Hickry,Hickry,Hickory,,Hickory,,27,ND_Illinois,,
311,Hicky,Hicky,Hickory,,Hickory,,200,ND_Illinois,,
313,hicy,hicy,Hickory,,Hickory,,2,ND_Illinois,,
315,hikY,hikY,Hickory,,Hickory,,1,ND_Illinois,,
316,Hkry,Hkry,Hickory,,Hickory,,1,ND_Illinois,,
317,Hky,Hky,Hickory,,Hickory,,105,ND_Illinois,,
335,H-symbol,H-symbol,Hickory,,Hickory,,14,ND_Illinois,,
544,sealy bark hickory,sealy bark hickory,Scalybark hickory,,Hickory,,1,ND_Illinois,CVC level 2 would be scalybark hickory level 3a is hickory,
331,Horn beam,Horn beam,Hornbeam,NO - Done,Ironwood,,1,ND_Illinois,CVC some difference here as may be Ostrya or Carpinus here level 2 is hornbeam (Carpinus more likely) and level 3a is ironwood,
339,Iron wood,Iron wood,Ironwood,,Ironwood,,1,ND_Illinois,,
340,Iron Wood birch,Iron Wood birch,Ironwood,,Ironwood,,1,ND_Illinois,"CVC perhaps 2 trees, but otherwise I would assume ironeood (in the birch family)",
345,ironwood,ironwood,Ironwood,,Ironwood,,8,ND_Illinois,,
321,honey locus,honey locus,Honey locust,NO - Done,Locust,,3,ND_Illinois,"CVC definitely honey locust, which might be lumped at level 3a as locust (together with black locust) These are 2 genera, but both go by the common name locust.  In thorn would be white thorn or thorn apple = Hawthorn and into 3a Rose tree.  There is a possibliity that honey locust would be called thorn, but that is a problem with thorn not here with honey locust.  JP chnaged Level 2 from Thorn tree to honey locust",
323,honey locust,honey locust,Honey locust,NO - Done,Locust,,10,ND_Illinois,JP chnaged Level 2 from Thorn tree to honey locust,
325,honey Locust,honey Locust,Honey locust,,Locust,,1,ND_Illinois,,
326,hony locust,hony locust,Honey locust,NO - Done,Locust,,1,ND_Illinois,JP chnaged Level 2 from Thorn tree to honey locust,
363,locu,locu,Locust,YES - Done ,Locust,,2,ND_Illinois,"CVC Level 2 is locust, I doubt any of these are thorn",
364,locus,locus,Locust,,Locust,,2,ND_Illinois,,
365,locus,locus,Locust,YES - Done ,Locust,,4,ND_Illinois,"CVC Level 2 is locust, I doubt any of these are thorn",
366,Locust,Locust,Locust,,Locust,,5,ND_Illinois,,
367,Locust,Locust,Locust,YES - Done ,Locust,,11,ND_Illinois,"CVC Level 2 is locust, I doubt any of these are thorn",
129,Box Elder,Box Elder,Box elder,,Maple,,5,ND_Illinois,,
231,Elder,Elder,Boxelder,YES,Maple,,2,ND_Illinois,"Can we check?  Is this Maple then? CVC very likely Box elder level 2  = Maple at level 3a.  Some possibility is shrub elder berry (Sambucus). JP - double checked, it is written clearly Elder and ditto, so like Charlie, I think it is likely box elder at level 2 and Maple at level 3a",
380,map,map,Maple,,Maple,,116,ND_Illinois,,
387,maple,maple,Maple,,Maple,,92,ND_Illinois,,
390,mapole,mapole,Maple,,Maple,,2,ND_Illinois,,
556,Soft maple,Soft maple,Maple,,Maple,,4,ND_Illinois,,
575,sugar,sugar,Sugar   ,,Maple,,91,ND_Illinois,CVC level 2 would be sugar,
574,Sug Maple,Sug Maple,Sugar maple,,Maple,,1,ND_Illinois,,
579,Sugar Maple,Sugar Maple,Sugar maple,,Maple,,3,ND_Illinois,,
,Shugar tree,Shugar tree,Sugar tree,,Maple,,,ND_Illinois,,
547,Shugartree,Shugartree,Sugar tree,,Maple,,3,ND_Illinois,,
548,Shugurtree,Shugurtree,Sugar tree,,Maple,,2,ND_Illinois,,
581,Sugar tree,Sugar tree,Sugar tree   ,,Maple,,33,ND_Illinois,CVC level 2 would be sugar or sugar tree,
583,sugartree,sugartree,Sugar tree   ,,Maple,,18,ND_Illinois,CVC level 2 would be sugar or sugar tree,
587,swamp maple,swamp maple,Swamp maple,,Maple,,1,ND_Illinois,,
637,W Maple,W Maple,White maple,NO,Maple,,1,ND_Illinois,"CVC keep this white maple at level 2 as could be silver maple, ha another s maple which is not sugar maple. JP changed Level 2 from Soft maple to White maple",
395,Mulberry,Mulberry,Mulberry,,Mulberry,,33,ND_Illinois,,
397,mulbery,mulbery,Mulberry,,Mulberry,,5,ND_Illinois,,
398,mulby,mulby,Mulberry,,Mulberry,,3,ND_Illinois,,
401,No Tree,No Tree,No tree,,No tree,,6862,ND_Illinois,,
,,,No tree,,No tree,,,ND_Illinois,,
109,Blackjack,Blackjack,Black jack oak,,Oak,,2,ND_Illinois,,
114,blk jack,blk jack,Black jack oak,,Oak,,1,ND_Illinois,,
91,black,black,Black oak,,Oak,,1,ND_Illinois,CVC probably black oak given abundance,
101,Black O,Black O,Black oak,,Oak,,1,ND_Illinois,,
104,Black oak,Black oak,Black oak,,Oak,,275,ND_Illinois,,
111,Blck Oak,Blck Oak,Black oak,,Oak,,1,ND_Illinois,,
115,Blk o,Blk o,Black oak,,Oak,,7,ND_Illinois,,
116,blk oak,blk oak,Black oak,,Oak,,48,ND_Illinois,,
251,forked b oak,forked b oak,Black oak,,Oak,,1,ND_Illinois,,
252,forked black oak,forked black oak,Black oak,,Oak,,2,ND_Illinois,,
47,B oak bush,B oak bush,Black/burr oak,,Oak,,3,ND_Illinois,,
57,B. Oak,B. Oak,Black/burr oak,,Oak,,1009,ND_Illinois,,
56,B. Jack,B. Jack,Blackjack oak,,Oak,,65,ND_Illinois,,
87,bj,bj,Blackjack oak,,Oak,,2,ND_Illinois,,
99,Black Jack,Black Jack,Blackjack oak,,Oak,,24,ND_Illinois,,
138,bu[r] oak,bu[r] oak,Burr oak,,Oak,,1,ND_Illinois,,
150,Bur O,Bur O,Burr oak,,Oak,,6,ND_Illinois,,
152,bur oak,bur oak,Burr oak,,Oak,,86,ND_Illinois,,
157,Burr,Burr,Burr oak,,Oak,,5,ND_Illinois,,
159,Burr O.,Burr O.,Burr oak,,Oak,,2,ND_Illinois,,
161,Burr Oak,Burr Oak,Burr oak,,Oak,,314,ND_Illinois,,
226,double burr oak,double burr oak,Burr oak,,Oak,,1,ND_Illinois,,
43,B o,B o,Burr/black oak,,Oak,,418,ND_Illinois,,
45,b oak,b oak,Burr/black oak,,Oak,,1,ND_Illinois,,
46,B oak,B oak,Burr/black oak,,Oak,,81,ND_Illinois,,
174,C oak,C oak,Chestnut oak,Yes - Done,Oak,,1,ND_Illinois,CVC I am almost  certain this is chestnut oak,
191,Chesn oak,Chesn oak,Chestnut oak,Yes - Done,Oak,,2,ND_Illinois,CVC level 2 would be chestnut oak,
348,J oak,J oak,Jack oak,,Oak,,27,ND_Illinois,CVC level 2 jack oak and almost certainly  blackjack oak but this is several species depending on location ,
351,Jack O,Jack O,Jack oak,,Oak,,1,ND_Illinois,CVC level 2 jack oak and almost certainly  blackjack oak but this is several species depending on location,
353,jack oak,jack oak,Jack oak,,Oak,,3,ND_Illinois,CVC level 2 jack oak and almost certainly  blackjack oak but this is several species depending on location,
357,jo,jo,Jack oak,,Oak,,2,ND_Illinois,CVC level 2 jack oak and almost certainly  blackjack oak but this is several species depending on location,
11,? oak,? oak,Oak,,Oak,,4,ND_Illinois,,
122,BO,BO,Oak,,Oak,,2,ND_Illinois,,
258,g? oak,g? oak,Oak,YES,Oak,,1,ND_Illinois,see above; JP changed Level 2 to Green/gray ash,
378,M oak,M oak,Oak,,Oak,,1,ND_Illinois,CVC no guess put in misc oak,
407,oak,oak,Oak,,Oak,,9,ND_Illinois,,
459,po,po,Oak,YES,Oak,,12,ND_Illinois,CVC see above post or pin oak check nearby calls,
417,Overcup,Overcup,Overcup oak,,Oak,,19,ND_Illinois,,
418,overcup o,overcup o,Overcup oak,,Oak,,1,ND_Illinois,,
420,Overcup Oak,Overcup Oak,Overcup oak,,Oak,,26,ND_Illinois,,
421,Overcup Ok,Overcup Ok,Overcup oak,,Oak,,1,ND_Illinois,,
228,double pin oak,double pin oak,Pin oak,,Oak,,1,ND_Illinois,,
443,pin,pin,Pin Oak,YES - Done,Oak,,2,ND_Illinois,CVC undoubtably pin oak ,
445,pin o,pin o,Pin Oak,,Oak,,10,ND_Illinois,,
448,pin oak,pin oak,Pin Oak,,Oak,,3,ND_Illinois,,
449,pin oak,pin oak,Pin Oak,,Oak,,279,ND_Illinois,,
506,Red pin oak,Red pin oak,Pin oak,,Oak,,1,ND_Illinois,,
,,p o,Pin/post oak,,Oak,,,ND_Illinois,,
426,P oak,P oak,Pin/post oak,YES,Oak,,3,ND_Illinois,see above,
425,P oak,P oak,Pin/post oak,YES,Oak,,1,ND_Illinois,see above,
427,P oak,P oak,Pin/post oak,YES,Oak,,48,ND_Illinois,see above,
431,P.O,P.O,Pin/post oak,YES,Oak,,22,ND_Illinois,see above,
458,PO,PO,Pin/post oak,YES,Oak,,1,ND_Illinois,CVC see above post or pin oak check nearby calls,
473,post,post,Post oak,,Oak,,2,ND_Illinois,,
474,post o,post o,Post oak,,Oak,,9,ND_Illinois,,
477,post oak,post oak,Post oak,,Oak,,144,ND_Illinois,,
487,r o,r o,Red oak,,Oak,,22,ND_Illinois,,
488,R oak,R oak,Red oak,,Oak,,67,ND_Illinois,,
501,red o,red o,Red oak,,Oak,,5,ND_Illinois,,
504,red oak,red oak,Red oak,,Oak,,129,ND_Illinois,,
,,ro,Red oak,,Oak,,,ND_Illinois,,
513,ro: oak,ro: oak,Red oak,,Oak,,2,ND_Illinois,,
514,roak,roak,Red oak,,Oak,,1,ND_Illinois,,
559,Sp. oak,Sp. oak,Spanish oak,,Oak,,2,ND_Illinois,CVC finally sp. o is definitely spanish oak so s o is possibly swamp oak,
562,Span o,Span o,Spanish oak,,Oak,,2,ND_Illinois,,
563,Span oak,Span oak,Spanish oak,,Oak,,1,ND_Illinois,,
566,Spanish O,Spanish O,Spanish oak,,Oak,,1,ND_Illinois,,
568,Spanish oak,Spanish oak,Spanish oak,,Oak,,11,ND_Illinois,,
569,Sph O,Sph O,Spanish oak,,Oak,,4,ND_Illinois,,
